"population" "brood_ID" "date" "hatch_date" "care_system"
"SP" "SP_2008_B_103" 2008-06-09 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-06-13 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-06-14 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-06-16 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-06-21 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-07-02 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-07-05 2008-05-29 "male_care"
"SP" "SP_2008_B_103" 2008-07-06 2008-05-29 "male_care"
"SP" "SP_2008_C_1" 2008-06-24 2008-06-24 "biparental_care"
"SP" "SP_2008_C_1" 2008-06-24 2008-06-24 "biparental_care"
"SP" "SP_2008_C_1" 2008-07-06 2008-06-24 "biparental_care"
"SP" "SP_2008_C_1" 2008-07-07 2008-06-24 "biparental_care"
"SP" "SP_2008_C_1" 2008-07-10 2008-06-24 "biparental_care"
"SP" "SP_2008_C_102" 2008-05-11 2008-05-11 "biparental_care"
"SP" "SP_2008_C_102" 2008-05-18 2008-05-11 "male_care"
"SP" "SP_2008_C_102" 2008-05-26 2008-05-11 "male_care"
"SP" "SP_2008_C_102" 2008-05-26 2008-05-11 "biparental_care"
"SP" "SP_2008_C_102" 2008-05-30 2008-05-11 "male_care"
"SP" "SP_2008_C_102" 2008-06-06 2008-05-11 "male_care"
"SP" "SP_2008_C_102" 2008-06-07 2008-05-11 "male_care"
"SP" "SP_2008_C_103" 2008-05-09 2008-05-09 "biparental_care"
"SP" "SP_2008_C_103" 2008-05-09 2008-05-09 "biparental_care"
"SP" "SP_2008_C_103" 2008-05-17 2008-05-09 "male_care"
"SP" "SP_2008_C_104" 2008-05-11 2008-05-11 "biparental_care"
"SP" "SP_2008_C_104" 2008-05-11 2008-05-11 "biparental_care"
"SP" "SP_2008_C_104" 2008-05-14 2008-05-11 "female_care"
"SP" "SP_2008_C_104" 2008-05-17 2008-05-11 "female_care"
"SP" "SP_2008_C_104" 2008-05-21 2008-05-11 "female_care"
"SP" "SP_2008_C_104" 2008-05-23 2008-05-11 "female_care"
"SP" "SP_2008_C_109" 2008-06-19 2008-06-19 "biparental_care"
"SP" "SP_2008_C_109" 2008-06-23 2008-06-19 "biparental_care"
"SP" "SP_2008_C_109" 2008-07-02 2008-06-19 "male_care"
"SP" "SP_2008_C_109" 2008-07-04 2008-06-19 "male_care"
"SP" "SP_2008_C_109" 2008-07-10 2008-06-19 "male_care"
"SP" "SP_2008_C_110" 2008-06-19 2008-06-19 "biparental_care"
"SP" "SP_2008_C_110" 2008-06-20 2008-06-19 "biparental_care"
"SP" "SP_2008_C_110" 2008-06-23 2008-06-19 "biparental_care"
"SP" "SP_2008_C_112" 2008-06-22 2008-06-22 "biparental_care"
"SP" "SP_2008_C_112" 2008-06-23 2008-06-22 "biparental_care"
"SP" "SP_2008_C_112" 2008-07-02 2008-06-22 "male_care"
"SP" "SP_2008_C_114" 2008-07-04 2008-07-04 "biparental_care"
"SP" "SP_2008_C_114" 2008-07-06 2008-07-04 "biparental_care"
"SP" "SP_2008_C_114" 2008-07-10 2008-07-04 "male_care"
"SP" "SP_2008_C_115" 2008-07-05 2008-07-05 "biparental_care"
"SP" "SP_2008_C_115" 2008-07-06 2008-07-05 "biparental_care"
"SP" "SP_2008_C_115" 2008-07-06 2008-07-05 "biparental_care"
"SP" "SP_2008_C_115" 2008-07-07 2008-07-05 "biparental_care"
"SP" "SP_2008_C_115" 2008-07-10 2008-07-05 "biparental_care"
"SP" "SP_2008_D_3" 2008-07-03 2008-07-03 "biparental_care"
"SP" "SP_2008_D_3" 2008-07-05 2008-07-03 "biparental_care"
"SP" "SP_2008_D_3" 2008-07-05 2008-07-03 "biparental_care"
"SP" "SP_2008_D_3" 2008-07-06 2008-07-03 "male_care"
"SP" "SP_2008_D_3" 2008-07-07 2008-07-03 "male_care"
"SP" "SP_2008_D_3" 2008-07-10 2008-07-03 "male_care"
"SP" "SP_2008_D_102" 2008-05-18 2008-05-18 "biparental_care"
"SP" "SP_2008_D_102" 2008-05-22 2008-05-18 "biparental_care"
"SP" "SP_2008_D_102" 2008-05-23 2008-05-18 "female_care"
"SP" "SP_2008_D_102" 2008-06-01 2008-05-18 "male_care"
"SP" "SP_2008_D_102" 2008-06-12 2008-05-18 "male_care"
"SP" "SP_2008_D_102" 2008-06-13 2008-05-18 "male_care"
"SP" "SP_2008_E_101" 2008-05-31 2008-05-31 "biparental_care"
"SP" "SP_2008_E_101" 2008-05-31 2008-05-31 "biparental_care"
"SP" "SP_2008_E_101" 2008-06-01 2008-05-31 "biparental_care"
"SP" "SP_2008_E_101" 2008-06-03 2008-05-31 "male_care"
"SP" "SP_2008_E_101" 2008-06-05 2008-05-31 "male_care"
"SP" "SP_2008_E_101" 2008-06-10 2008-05-31 "male_care"
"SP" "SP_2008_E_101" 2008-06-11 2008-05-31 "male_care"
"SP" "SP_2008_E_101" 2008-06-19 2008-05-31 "male_care"
"SP" "SP_2008_E_101" 2008-06-21 2008-05-31 "male_care"
"SP" "SP_2008_E_102" 2008-06-01 2008-06-01 "biparental_care"
"SP" "SP_2008_E_102" 2008-06-05 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-10 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-11 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-18 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-19 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-21 2008-06-01 "male_care"
"SP" "SP_2008_E_102" 2008-06-25 2008-06-01 "male_care"
"SP" "SP_2009_A_3" 2009-05-18 2009-05-17 "biparental_care"
"SP" "SP_2009_A_3" 2009-05-20 2009-05-17 "biparental_care"
"SP" "SP_2009_A_3" 2009-05-22 2009-05-17 "biparental_care"
"SP" "SP_2009_A_3" 2009-05-24 2009-05-17 "biparental_care"
"SP" "SP_2009_A_3" 2009-05-24 2009-05-17 "biparental_care"
"SP" "SP_2009_A_3" 2009-05-25 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-27 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-27 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-28 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-29 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-05-30 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-01 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-05 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-09 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-12 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-13 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-17 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-19 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-19 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-20 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-22 2009-05-17 "male_care"
"SP" "SP_2009_A_3" 2009-06-23 2009-05-17 "male_care"
"SP" "SP_2009_A_4" 2009-05-27 2009-05-26 "biparental_care"
"SP" "SP_2009_A_4" 2009-05-29 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-05-30 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-05-31 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-01 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-02 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-02 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-04 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-05 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-09 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-12 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-14 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-15 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-19 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-20 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-21 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-27 2009-05-26 "male_care"
"SP" "SP_2009_A_4" 2009-06-29 2009-05-26 "male_care"
"SP" "SP_2009_A_5" 2009-05-27 2009-05-27 "biparental_care"
"SP" "SP_2009_A_5" 2009-05-29 2009-05-27 "biparental_care"
"SP" "SP_2009_A_5" 2009-05-30 2009-05-27 "biparental_care"
"SP" "SP_2009_A_5" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-02 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-02 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-05 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-08 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-11 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-13 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-14 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-15 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-15 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-17 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-17 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-20 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-21 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-22 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-23 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-06-27 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-07-02 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-07-03 2009-05-27 "male_care"
"SP" "SP_2009_A_5" 2009-07-05 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-05-26 2009-05-27 "female_care"
"SP" "SP_2009_A_6" 2009-05-27 2009-05-27 "female_care"
"SP" "SP_2009_A_6" 2009-05-28 2009-05-27 "biparental_care"
"SP" "SP_2009_A_6" 2009-05-28 2009-05-27 "biparental_care"
"SP" "SP_2009_A_6" 2009-05-29 2009-05-27 "biparental_care"
"SP" "SP_2009_A_6" 2009-05-30 2009-05-27 "biparental_care"
"SP" "SP_2009_A_6" 2009-05-31 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-02 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-04 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-07 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-08 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-11 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-11 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-13 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-13 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-14 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-15 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-16 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-17 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-20 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-20 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-22 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-23 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-26 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-06-27 2009-05-27 "male_care"
"SP" "SP_2009_A_6" 2009-07-03 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-05-27 2009-05-27 "biparental_care"
"SP" "SP_2009_A_7" 2009-05-29 2009-05-27 "biparental_care"
"SP" "SP_2009_A_7" 2009-05-29 2009-05-27 "biparental_care"
"SP" "SP_2009_A_7" 2009-05-30 2009-05-27 "female_care"
"SP" "SP_2009_A_7" 2009-05-31 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-01 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-02 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-03 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-04 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-07 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-09 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-11 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-14 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-14 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-15 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-16 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-17 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-18 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-19 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-20 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-21 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-23 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-27 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-27 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-06-29 2009-05-27 "male_care"
"SP" "SP_2009_A_7" 2009-07-01 2009-05-27 "male_care"
"SP" "SP_2009_A_8" 2009-06-02 2009-06-02 "biparental_care"
"SP" "SP_2009_A_8" 2009-06-04 2009-06-02 "female_care"
"SP" "SP_2009_A_8" 2009-06-04 2009-06-02 "female_care"
"SP" "SP_2009_A_8" 2009-06-05 2009-06-02 "male_care"
"SP" "SP_2009_A_8" 2009-06-06 2009-06-02 "male_care"
"SP" "SP_2009_A_101" 2009-06-06 2009-06-04 "biparental_care"
"SP" "SP_2009_A_101" 2009-06-08 2009-06-04 "biparental_care"
"SP" "SP_2009_A_101" 2009-06-08 2009-06-04 "female_care"
"SP" "SP_2009_A_101" 2009-06-08 2009-06-04 "biparental_care"
"SP" "SP_2009_A_101" 2009-06-11 2009-06-04 "biparental_care"
"SP" "SP_2009_A_101" 2009-06-19 2009-06-04 "male_care"
"SP" "SP_2009_A_101" 2009-07-04 2009-06-04 "biparental_care"
"SP" "SP_2009_A_201" 2009-05-18 2009-05-17 "biparental_care"
"SP" "SP_2009_A_201" 2009-05-20 2009-05-17 "biparental_care"
"SP" "SP_2009_A_201" 2009-05-20 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-20 2009-05-17 "biparental_care"
"SP" "SP_2009_A_201" 2009-05-22 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-22 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-23 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-24 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-25 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-29 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-05-30 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-01 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-02 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-04 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-04 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-07 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-08 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-09 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-11 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-11 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-12 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-13 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-14 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-16 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-17 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-17 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-19 2009-05-17 "male_care"
"SP" "SP_2009_A_201" 2009-06-22 2009-05-17 "male_care"
"SP" "SP_2009_A_206" 2009-07-06 2009-07-06 "biparental_care"
"SP" "SP_2009_A_206" 2009-07-07 2009-07-06 "biparental_care"
"SP" "SP_2009_A_206" 2009-07-07 2009-07-06 "biparental_care"
"SP" "SP_2009_A_206" 2009-07-09 2009-07-06 "biparental_care"
"SP" "SP_2009_A_206" 2009-07-10 2009-07-06 "male_care"
"SP" "SP_2009_A_206" 2009-07-26 2009-07-06 "male_care"
"SP" "SP_2009_B_1" 2009-05-18 2009-05-18 "biparental_care"
"SP" "SP_2009_B_1" 2009-05-19 2009-05-18 "biparental_care"
"SP" "SP_2009_B_1" 2009-05-20 2009-05-18 "male_care"
"SP" "SP_2009_B_1" 2009-05-21 2009-05-18 "male_care"
"SP" "SP_2009_B_1" 2009-05-22 2009-05-18 "male_care"
"SP" "SP_2009_B_1" 2009-05-22 2009-05-18 "male_care"
"SP" "SP_2009_B_1" 2009-05-23 2009-05-18 "male_care"
"SP" "SP_2009_B_1" 2009-05-24 2009-05-18 "male_care"
"SP" "SP_2009_B_2" 2009-05-27 2009-05-14 "male_care"
"SP" "SP_2009_B_5" 2009-06-10 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-12 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-13 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-14 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-14 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-15 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-15 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-16 2009-06-08 "biparental_care"
"SP" "SP_2009_B_5" 2009-06-17 2009-06-08 "male_care"
"SP" "SP_2009_B_5" 2009-06-18 2009-06-08 "male_care"
"SP" "SP_2009_B_5" 2009-06-19 2009-06-08 "male_care"
"SP" "SP_2009_B_6" 2009-07-12 2009-07-10 "biparental_care"
"SP" "SP_2009_B_6" 2009-07-26 2009-07-10 "male_care"
"SP" "SP_2009_B_101" 2009-06-21 2009-06-14 "biparental_care"
"SP" "SP_2009_B_101" 2009-06-22 2009-06-14 "biparental_care"
"SP" "SP_2009_B_101" 2009-06-23 2009-06-14 "biparental_care"
"SP" "SP_2009_B_102" 2009-06-29 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-01 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-02 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-03 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-04 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-05 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-05 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-06 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-07 2009-06-29 "male_care"
"SP" "SP_2009_B_102" 2009-07-07 2009-06-29 "biparental_care"
"SP" "SP_2009_B_102" 2009-07-09 2009-06-29 "biparental_care"
"SP" "SP_2009_C_1" 2009-05-17 2009-05-17 "biparental_care"
"SP" "SP_2009_C_1" 2009-05-20 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-20 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-22 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-23 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-24 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-26 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-27 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-27 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-29 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-05-30 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-04 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-05 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-05 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-07 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-08 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-11 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-12 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-13 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-14 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-15 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-17 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-19 2009-05-17 "male_care"
"SP" "SP_2009_C_1" 2009-06-20 2009-05-17 "male_care"
"SP" "SP_2009_C_3" 2009-05-13 2009-05-13 "biparental_care"
"SP" "SP_2009_C_3" 2009-05-16 2009-05-13 "female_care"
"SP" "SP_2009_C_3" 2009-05-16 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-16 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-17 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-19 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-20 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-20 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-24 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-25 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-25 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-26 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-28 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-05-31 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-06-01 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-06-04 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-06-07 2009-05-13 "male_care"
"SP" "SP_2009_C_3" 2009-06-09 2009-05-13 "male_care"
"SP" "SP_2009_C_4" 2009-06-04 2009-06-04 "biparental_care"
"SP" "SP_2009_C_4" 2009-06-07 2009-06-04 "male_care"
"SP" "SP_2009_C_4" 2009-06-07 2009-06-04 "male_care"
"SP" "SP_2009_C_4" 2009-06-08 2009-06-04 "male_care"
"SP" "SP_2009_C_101" 2009-06-12 2009-06-09 "biparental_care"
"SP" "SP_2009_C_101" 2009-06-13 2009-06-09 "biparental_care"
"SP" "SP_2009_C_101" 2009-06-15 2009-06-09 "male_care"
"SP" "SP_2009_C_101" 2009-06-15 2009-06-09 "male_care"
"SP" "SP_2009_C_102" 2009-06-22 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-06-23 2009-06-22 "female_care"
"SP" "SP_2009_C_102" 2009-06-26 2009-06-22 "male_care"
"SP" "SP_2009_C_102" 2009-06-27 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-06-28 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-06-29 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-07-01 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-07-02 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-07-03 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-07-06 2009-06-22 "male_care"
"SP" "SP_2009_C_102" 2009-07-07 2009-06-22 "biparental_care"
"SP" "SP_2009_C_102" 2009-07-09 2009-06-22 "male_care"
"SP" "SP_2009_C_102" 2009-07-25 2009-06-22 "male_care"
"SP" "SP_2009_C_103" 2009-06-30 2009-07-01 "biparental_care"
"SP" "SP_2009_C_103" 2009-07-01 2009-07-01 "biparental_care"
"SP" "SP_2009_C_103" 2009-07-02 2009-07-01 "biparental_care"
"SP" "SP_2009_C_103" 2009-07-03 2009-07-01 "biparental_care"
"SP" "SP_2009_C_103" 2009-07-04 2009-07-01 "biparental_care"
"SP" "SP_2009_C_104" 2009-06-20 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-20 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-22 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-23 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-27 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-28 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-06-29 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-01 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-03 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-05 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-06 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-08 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-09 2009-06-19 "male_care"
"SP" "SP_2009_C_104" 2009-07-10 2009-06-19 "male_care"
"SP" "SP_2009_D_1" 2009-06-06 2009-06-06 "female_care"
"SP" "SP_2009_D_1" 2009-06-07 2009-06-06 "biparental_care"
"SP" "SP_2009_D_1" 2009-06-09 2009-06-06 "biparental_care"
"SP" "SP_2009_D_1" 2009-06-10 2009-06-06 "biparental_care"
"SP" "SP_2009_D_1" 2009-06-11 2009-06-06 "biparental_care"
"SP" "SP_2009_D_1" 2009-06-12 2009-06-06 "biparental_care"
"SP" "SP_2009_D_1" 2009-06-14 2009-06-06 "biparental_care"
