"population" "date" "hatch_date" "care_system" "family_ID"
"SP" "2007-06-14" "2007-06-13" "biparental_care" "family_2309"
"SP" "2007-06-15" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-16" "2007-06-13" "biparental_care" "family_2309"
"SP" "2007-06-17" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-20" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-21" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-21" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-23" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-25" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-28" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-29" "2007-06-13" "male_care" "family_2309"
"SP" "2007-06-11" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-12" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-13" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-14" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-15" "2007-06-11" "male_care" "family_2310"
"SP" "2007-06-16" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-17" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-18" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-19" "2007-06-11" "biparental_care" "family_2310"
"SP" "2007-06-21" "2007-06-11" "male_care" "family_2310"
"SP" "2007-06-22" "2007-06-11" "male_care" "family_2310"
"SP" "2007-05-24" "2007-05-23" "biparental_care" "family_2265"
"SP" "2007-05-24" "2007-05-23" "biparental_care" "family_2265"
"SP" "2007-05-24" "2007-05-23" "biparental_care" "family_2265"
"SP" "2007-05-25" "2007-05-23" "male_care" "family_2265"
"SP" "2007-05-28" "2007-05-23" "male_care" "family_2265"
"SP" "2007-05-29" "2007-05-23" "male_care" "family_2265"
"SP" "2007-06-14" "2007-05-23" "male_care" "family_2265"
"SP" "2007-05-31" "2007-05-31" "biparental_care" "family_2266"
"SP" "2007-06-19" "2007-05-31" "male_care" "family_2266"
"SP" "2007-06-15" "2007-06-15" "biparental_care" "family_2268"
"SP" "2007-06-19" "2007-06-15" "biparental_care" "family_2268"
"SP" "2007-06-20" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-21" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-22" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-22" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-23" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-23" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-24" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-25" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-26" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-01" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-03" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-05" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-07" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-09" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-09" "2007-06-15" "male_care" "family_2268"
"SP" "2007-07-11" "2007-06-15" "male_care" "family_2268"
"SP" "2007-06-09" "2007-06-09" "biparental_care" "family_2274"
"SP" "2007-06-14" "2007-06-09" "male_care" "family_2274"
"SP" "2007-06-17" "2007-06-09" "male_care" "family_2274"
"SP" "2007-06-18" "2007-06-09" "male_care" "family_2274"
"SP" "2007-06-19" "2007-06-19" "biparental_care" "family_2275"
"SP" "2007-06-20" "2007-06-19" "biparental_care" "family_2275"
"SP" "2007-06-22" "2007-06-19" "biparental_care" "family_2275"
"SP" "2007-06-23" "2007-06-19" "biparental_care" "family_2275"
"SP" "2007-06-26" "2007-06-19" "male_care" "family_2275"
"SP" "2007-06-15" "2007-06-15" "biparental_care" "family_2277"
"SP" "2007-06-18" "2007-06-15" "biparental_care" "family_2277"
"SP" "2007-06-19" "2007-06-15" "biparental_care" "family_2277"
"SP" "2007-06-17" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-19" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-22" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-23" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-24" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-25" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-26" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-28" "2007-06-22" "female_care" "family_2279"
"SP" "2007-06-30" "2007-06-22" "male_care" "family_2279"
"SP" "2007-07-01" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-07-02" "2007-06-22" "male_care" "family_2279"
"SP" "2007-07-03" "2007-06-22" "male_care" "family_2279"
"SP" "2007-07-04" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-07-05" "2007-06-22" "biparental_care" "family_2279"
"SP" "2007-06-17" "2007-06-17" "biparental_care" "family_2280"
"SP" "2007-06-17" "2007-06-17" "biparental_care" "family_2280"
"SP" "2007-06-19" "2007-06-17" "male_care" "family_2280"
"SP" "2007-06-20" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-05" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-06" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-06" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-08" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-10" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-11" "2007-06-17" "male_care" "family_2280"
"SP" "2007-07-12" "2007-06-17" "male_care" "family_2280"
"SP" "2007-06-23" "2007-06-21" "male_care" "family_2282"
"SP" "2007-06-25" "2007-06-21" "male_care" "family_2282"
"SP" "2007-06-26" "2007-06-21" "male_care" "family_2282"
"SP" "2007-06-27" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-02" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-03" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-03" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-04" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-05" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-07" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-09" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-09" "2007-06-21" "male_care" "family_2282"
"SP" "2007-07-12" "2007-06-21" "male_care" "family_2282"
"SP" "2007-06-25" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-06-26" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-06-26" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-06-27" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-06-28" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-06-29" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-07-02" "2007-06-25" "male_care" "family_2283"
"SP" "2007-07-03" "2007-06-25" "biparental_care" "family_2283"
"SP" "2007-07-02" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-04" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-05" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-06" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-08" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-09" "2007-06-28" "biparental_care" "family_2285"
"SP" "2007-07-01" "2007-06-28" "biparental_care" "family_2286"
"SP" "2007-07-02" "2007-06-28" "male_care" "family_2286"
"SP" "2007-07-04" "2007-06-28" "biparental_care" "family_2286"
"SP" "2007-07-05" "2007-06-28" "biparental_care" "family_2286"
"SP" "2007-07-05" "2007-06-28" "biparental_care" "family_2286"
"SP" "2007-07-05" "2007-07-02" "biparental_care" "family_2288"
"SP" "2007-07-07" "2007-07-02" "biparental_care" "family_2288"
"SP" "2007-07-07" "2007-07-02" "biparental_care" "family_2288"
"SP" "2007-06-25" "2007-06-26" "biparental_care" "family_2289"
"SP" "2007-06-26" "2007-06-26" "biparental_care" "family_2289"
"SP" "2007-06-28" "2007-06-26" "biparental_care" "family_2289"
"SP" "2007-06-29" "2007-06-26" "male_care" "family_2289"
"SP" "2007-07-01" "2007-06-26" "male_care" "family_2289"
"SP" "2007-07-08" "2007-06-26" "male_care" "family_2289"
"SP" "2007-07-02" "2007-06-29" "male_care" "family_2291"
"SP" "2007-07-03" "2007-06-29" "male_care" "family_2291"
"SP" "2007-07-03" "2007-06-29" "male_care" "family_2291"
"SP" "2007-07-04" "2007-06-29" "male_care" "family_2291"
"SP" "2007-07-11" "2007-06-29" "male_care" "family_2291"
"SP" "2007-06-29" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-06-29" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-01" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-02" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-03" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-06" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-08" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-08" "2007-06-28" "male_care" "family_2292"
"SP" "2007-06-27" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-06-30" "2007-06-28" "biparental_care" "family_2292"
"SP" "2007-07-01" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-07-02" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-07-03" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-07-09" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-07-10" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-07-11" "2007-06-27" "biparental_care" "family_2293"
"SP" "2007-06-17" "2007-06-17" "biparental_care" "family_2294"
"SP" "2007-07-05" "2007-06-17" "biparental_care" "family_2294"
"SP" "2007-07-05" "2007-06-17" "male_care" "family_2294"
"SP" "2007-07-10" "2007-06-17" "male_care" "family_2294"
"SP" "2007-07-11" "2007-06-17" "male_care" "family_2294"
"SP" "2007-07-12" "2007-06-17" "male_care" "family_2294"
"SP" "2007-06-02" "2007-06-01" "biparental_care" "family_2297"
"SP" "2007-06-02" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-06" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-06" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-18" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-19" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-19" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-21" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-22" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-25" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-26" "2007-06-01" "male_care" "family_2297"
"SP" "2007-07-02" "2007-06-01" "male_care" "family_2297"
"SP" "2007-06-01" "2007-06-01" "biparental_care" "family_2298"
"SP" "2007-06-01" "2007-06-01" "biparental_care" "family_2298"
"SP" "2007-06-04" "2007-06-01" "biparental_care" "family_2298"
"SP" "2007-06-06" "2007-06-01" "biparental_care" "family_2298"
"SP" "2007-06-09" "2007-06-01" "biparental_care" "family_2298"
"SP" "2007-06-15" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-16" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-16" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-19" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-21" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-23" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-25" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-26" "2007-06-01" "male_care" "family_2298"
"SP" "2007-06-30" "2007-06-01" "male_care" "family_2298"
"SP" "2007-07-04" "2007-06-01" "male_care" "family_2298"
"SP" "2007-07-08" "2007-06-01" "male_care" "family_2298"
"SP" "2007-05-27" "2007-05-25" "male_care" "family_2299"
"SP" "2007-05-28" "2007-05-25" "male_care" "family_2299"
"SP" "2007-05-30" "2007-05-25" "male_care" "family_2299"
"SP" "2007-06-01" "2007-05-25" "male_care" "family_2299"
"SP" "2007-06-02" "2007-05-25" "male_care" "family_2299"
"SP" "2007-06-04" "2007-05-25" "male_care" "family_2299"
"SP" "2007-06-06" "2007-05-25" "male_care" "family_2299"
"SP" "2007-06-01" "2007-05-30" "biparental_care" "family_2301"
"SP" "2007-06-02" "2007-05-30" "biparental_care" "family_2301"
"SP" "2007-06-05" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-06" "2007-05-30" "biparental_care" "family_2301"
"SP" "2007-06-08" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-11" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-12" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-14" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-15" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-19" "2007-05-30" "male_care" "family_2301"
"SP" "2007-06-05" "2007-06-05" "biparental_care" "family_2302"
"SP" "2007-06-14" "2007-06-05" "male_care" "family_2302"
"SP" "2007-06-15" "2007-06-05" "male_care" "family_2302"
"SP" "2007-06-16" "2007-06-05" "male_care" "family_2302"
"SP" "2007-06-25" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-06-26" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-06-26" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-06-28" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-06-30" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-02" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-05" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-06" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-08" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-09" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-07-11" "2007-06-25" "biparental_care" "family_2304"
"SP" "2007-05-18" "2007-05-18" "biparental_care" "family_2311"
"SP" "2007-05-21" "2007-05-18" "male_care" "family_2311"
"SP" "2007-05-22" "2007-05-18" "male_care" "family_2311"
"SP" "2007-05-27" "2007-05-18" "male_care" "family_2311"
"SP" "2007-05-28" "2007-05-18" "male_care" "family_2311"
"SP" "2007-05-29" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-02" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-04" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-06" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-09" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-15" "2007-05-18" "male_care" "family_2311"
"SP" "2007-06-01" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-02" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-03" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-03" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-04" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-07" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-09" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-10" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-13" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-17" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-19" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-21" "2007-05-29" "male_care" "family_2324"
"SP" "2007-06-23" "2007-05-29" "male_care" "family_2324"
"SP" "2007-07-04" "2007-05-29" "male_care" "family_2324"
"SP" "2007-07-05" "2007-07-05" "biparental_care" "family_2326"
"SP" "2007-07-05" "2007-07-05" "biparental_care" "family_2326"
"SP" "2007-07-06" "2007-07-05" "biparental_care" "family_2326"
"SP" "2007-07-08" "2007-07-05" "biparental_care" "family_2326"
"SP" "2007-07-12" "2007-07-05" "biparental_care" "family_2326"
"SP" "2007-06-26" "2007-06-26" "biparental_care" "family_2328"
"SP" "2007-07-05" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-06" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-08" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-08" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-09" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-10" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-10" "2007-06-26" "male_care" "family_2328"
"SP" "2007-07-11" "2007-06-26" "male_care" "family_2328"
"SP" "2007-05-28" "2007-05-28" "biparental_care" "family_2312"
"SP" "2007-05-30" "2007-05-28" "male_care" "family_2312"
"SP" "2007-06-01" "2007-05-28" "male_care" "family_2312"
"SP" "2007-06-17" "2007-05-28" "male_care" "family_2312"
"SP" "2007-05-17" "2007-05-17" "biparental_care" "family_2314"
"SP" "2007-05-21" "2007-05-17" "male_care" "family_2314"
"SP" "2007-05-22" "2007-05-17" "male_care" "family_2314"
"SP" "2007-05-26" "2007-05-17" "male_care" "family_2314"
"SP" "2007-05-27" "2007-05-17" "male_care" "family_2314"
"SP" "2007-05-29" "2007-05-17" "male_care" "family_2314"
"SP" "2007-05-30" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-01" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-02" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-04" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-09" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-11" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-13" "2007-05-17" "male_care" "family_2314"
"SP" "2007-06-11" "2007-06-11" "biparental_care" "family_2315"
"SP" "2007-06-12" "2007-06-11" "biparental_care" "family_2315"
"SP" "2007-06-13" "2007-06-11" "biparental_care" "family_2315"
"SP" "2007-06-14" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-15" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-16" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-17" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-19" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-20" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-22" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-23" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-24" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-25" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-26" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-28" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-30" "2007-06-11" "male_care" "family_2315"
"SP" "2007-07-02" "2007-06-11" "male_care" "family_2315"
"SP" "2007-07-03" "2007-06-11" "male_care" "family_2315"
"SP" "2007-07-06" "2007-06-11" "male_care" "family_2315"
"SP" "2007-07-08" "2007-06-11" "male_care" "family_2315"
"SP" "2007-06-12" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-13" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-15" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-19" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-22" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-25" "2007-06-12" "female_care" "family_2316"
"SP" "2007-07-01" "2007-06-12" "female_care" "family_2316"
"SP" "2007-07-02" "2007-06-12" "female_care" "family_2316"
"SP" "2007-07-03" "2007-06-12" "female_care" "family_2316"
"SP" "2007-07-04" "2007-06-12" "female_care" "family_2316"
"SP" "2007-07-07" "2007-06-12" "female_care" "family_2316"
"SP" "2007-06-25" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-06-26" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-06-28" "2007-06-25" "female_care" "family_2317"
"SP" "2007-06-30" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-02" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-03" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-06" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-07" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-07" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-09" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-10" "2007-06-25" "biparental_care" "family_2317"
"SP" "2007-07-11" "2007-06-25" "male_care" "family_2317"
"SP" "2007-06-29" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-06-29" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-01" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-02" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-02" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-03" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-04" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-05" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-07" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-09" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-07-09" "2007-06-29" "male_care" "family_2318"
"SP" "2007-07-10" "2007-06-29" "biparental_care" "family_2318"
"SP" "2007-06-26" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-06-28" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-02" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-03" "2007-06-26" "female_care" "family_2319"
"SP" "2007-07-03" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-03" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-04" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-05" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-07" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-09" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-09" "2007-06-26" "biparental_care" "family_2319"
"SP" "2007-07-02" "2007-06-30" "biparental_care" "family_2320"
"SP" "2007-07-02" "2007-06-30" "biparental_care" "family_2320"
"SP" "2007-07-02" "2007-06-30" "biparental_care" "family_2320"
"SP" "2007-05-08" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-10" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-12" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-13" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-15" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-17" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-18" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-18" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-20" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-22" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-23" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-25" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-26" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-27" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-30" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-31" "2007-05-08" "male_care" "family_2349"
"SP" "2007-06-01" "2007-05-08" "male_care" "family_2349"
"SP" "2007-05-10" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-12" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-13" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-15" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-15" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-16" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-17" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-20" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-22" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-24" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-27" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-29" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-29" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-30" "2007-05-10" "male_care" "family_2352"
"SP" "2007-06-06" "2007-05-10" "male_care" "family_2352"
"SP" "2007-05-30" "2007-05-30" "biparental_care" "family_2353"
"SP" "2007-06-03" "2007-05-30" "biparental_care" "family_2353"
"SP" "2007-06-03" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-05" "2007-05-30" "biparental_care" "family_2353"
"SP" "2007-06-08" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-12" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-14" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-14" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-15" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-16" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-16" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-18" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-21" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-28" "2007-05-30" "male_care" "family_2353"
"SP" "2007-07-01" "2007-05-30" "male_care" "family_2353"
"SP" "2007-06-01" "2007-06-01" "biparental_care" "family_2331"
"SP" "2007-06-02" "2007-06-01" "biparental_care" "family_2331"
"SP" "2007-06-07" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-08" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-11" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-13" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-14" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-15" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-16" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-22" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-24" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-26" "2007-06-01" "male_care" "family_2331"
"SP" "2007-06-26" "2007-06-01" "male_care" "family_2331"
"SP" "2007-07-03" "2007-06-01" "male_care" "family_2331"
"SP" "2007-05-15" "2007-05-15" "biparental_care" "family_2335"
"SP" "2007-05-15" "2007-05-15" "biparental_care" "family_2335"
"SP" "2007-05-16" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-17" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-18" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-18" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-20" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-23" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-24" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-26" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-27" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-28" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-30" "2007-05-15" "male_care" "family_2335"
"SP" "2007-06-02" "2007-05-15" "male_care" "family_2335"
"SP" "2007-06-03" "2007-05-15" "male_care" "family_2335"
"SP" "2007-06-08" "2007-05-15" "male_care" "family_2335"
"SP" "2007-06-09" "2007-05-15" "male_care" "family_2335"
"SP" "2007-05-25" "2007-05-25" "biparental_care" "family_2336"
"SP" "2007-05-26" "2007-05-25" "male_care" "family_2336"
"SP" "2007-05-28" "2007-05-25" "male_care" "family_2336"
"SP" "2007-05-29" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-01" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-04" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-06" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-08" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-09" "2007-05-25" "male_care" "family_2336"
"SP" "2007-06-15" "2007-05-25" "male_care" "family_2336"
